table_name,prefix,db_rows,db_cols,pk_type,creation_source,creation_pos,mechanism,code_owner,entity_mapped,write_owner,read_consumers,saservice_refs,api_exposed,ui_menu,template,seed_inserts,demo,runtime_required,startup_impact,product_deliverable,asset_class,platform_role,asset_lifecycle,score,provenance
WFORM_EXPENSEEXPENDITURE,wform,0,19,nvarchar,DB/ZXAFINIT.sql,byte@457210,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_FINISHEDPRODUCT,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@459620,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_FINISHEDPRODUCTENTRY,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@461404,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_INCOMERECOGNITION,wform,0,20,nvarchar,DB/ZXAFINIT.sql,byte@463188,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_LEAVEAPPLY,wform,0,18,nvarchar,DB/ZXAFINIT.sql,byte@465674,INIT_SQL,workflow,Y,,,0,Y,Y,Y,0,,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
WFORM_LETTERSERVICE,wform,0,15,nvarchar,DB/ZXAFINIT.sql,byte@467958,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_MATERIALREQUISITION,wform,0,12,nvarchar,DB/ZXAFINIT.sql,byte@469998,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_MATERIALREQUISITIONENTRY,wform,0,12,nvarchar,DB/ZXAFINIT.sql,byte@471868,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_MONTHLYREPORT,wform,0,17,nvarchar,DB/ZXAFINIT.sql,byte@473748,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_OFFICESUPPLIES,wform,0,16,nvarchar,DB/ZXAFINIT.sql,byte@475960,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_OUTBOUNDORDER,wform,0,14,nvarchar,DB/ZXAFINIT.sql,byte@478110,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_OUTBOUNDORDERENTRY,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@480122,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_OUTGOINGAPPLY,wform,0,16,nvarchar,DB/ZXAFINIT.sql,byte@481892,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_PAYDISTRIBUTION,wform,0,21,nvarchar,DB/ZXAFINIT.sql,byte@484016,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_PAYMENTAPPLY,wform,0,22,nvarchar,DB/ZXAFINIT.sql,byte@486564,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_POSTBATCHTAB,wform,0,15,nvarchar,DB/ZXAFINIT.sql,byte@489230,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_PROCUREMENTMATERIAL,wform,0,17,nvarchar,DB/ZXAFINIT.sql,byte@491296,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_PROCUREMENTMATERIALENTRY,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@493564,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_PURCHASELIST,wform,0,18,nvarchar,DB/ZXAFINIT.sql,byte@495352,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_PURCHASELISTENTRY,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@497642,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_QUOTATIONAPPROVAL,wform,0,16,nvarchar,DB/ZXAFINIT.sql,byte@499418,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_RECEIPTPROCESSING,wform,0,12,nvarchar,DB/ZXAFINIT.sql,byte@501568,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_RECEIPTSIGN,wform,0,13,nvarchar,DB/ZXAFINIT.sql,byte@503410,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_REWARDPUNISHMENT,wform,0,13,nvarchar,DB/ZXAFINIT.sql,byte@505326,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_SALESORDER,wform,1,19,nvarchar,DB/ZXAFINIT.sql,byte@507224,INIT_SQL,workflow,Y,,,0,Y,Y,Y,1,,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
WFORM_SALESORDERENTRY,wform,1,11,nvarchar,DB/ZXAFINIT.sql,byte@509602,INIT_SQL,workflow,Y,workflow,workflow,0,Y,Y,Y,1,,N,REMOVABLE*,N,P3_DEMO_APPLICATION,PRODUCT_CONTENT,DEMO,6,PROVEN
WFORM_SALESSUPPORT,wform,0,24,nvarchar,DB/ZXAFINIT.sql,byte@511370,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_STAFFOVERTIME,wform,0,15,nvarchar,DB/ZXAFINIT.sql,byte@514112,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_SUPPLEMENTCARD,wform,0,16,nvarchar,DB/ZXAFINIT.sql,byte@516130,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_TRAVELAPPLY,wform,0,17,nvarchar,DB/ZXAFINIT.sql,byte@518232,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_TRAVELREIMBURSEMENT,wform,0,34,nvarchar,DB/ZXAFINIT.sql,byte@520438,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_VEHICLEAPPLY,wform,0,17,nvarchar,DB/ZXAFINIT.sql,byte@524022,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_VIOLATIONHANDLING,wform,0,18,nvarchar,DB/ZXAFINIT.sql,byte@526216,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_WAREHOUSERECEIPT,wform,0,15,nvarchar,DB/ZXAFINIT.sql,byte@528526,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_WAREHOUSERECEIPTENTRY,wform,0,11,nvarchar,DB/ZXAFINIT.sql,byte@530594,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_WORKCONTACTSHEET,wform,0,15,nvarchar,DB/ZXAFINIT.sql,byte@532378,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,4,PARTIAL
WFORM_ZJF_WIKXQI,wform,0,3,nvarchar,DB/ZXAFINIT.sql,byte@534462,INIT_SQL,workflow,N,,,0,,Y,Y,0,,N,REMOVABLE*,Y,P2_PRODUCT_TEMPLATE,PRODUCT_CONTENT,TEMPLATE,3,PARTIAL
WH_BASICDATA,WH,208,3,int,DB/ZXAFINIT.sql,byte@535604,INIT_SQL,,N,,,0,,LEGACY,,210,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_BILL,WH,2,16,varchar,DB/ZXAFINIT.sql,byte@536654,INIT_SQL,,N,,,0,,LEGACY,,2,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_BILLAUTOID,WH,4,3,int,DB/ZXAFINIT.sql,byte@538442,INIT_SQL,,N,,,0,,LEGACY,,6,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_BILLDETAIL,WH,4,15,int,DB/ZXAFINIT.sql,byte@539520,INIT_SQL,,N,,,0,,LEGACY,,6,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_CHECKBILLDETAIL,WH,19,12,int,DB/ZXAFINIT.sql,byte@541478,INIT_SQL,,N,,,0,,LEGACY,,21,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_CUSTOMER,WH,1,13,int,DB/ZXAFINIT.sql,byte@543228,INIT_SQL,,N,,,0,,LEGACY,,3,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_CUSTOMERCLASS,WH,2,4,int,DB/ZXAFINIT.sql,byte@544946,INIT_SQL,,N,,,0,,LEGACY,,4,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_DEPOT,WH,2,5,int,DB/ZXAFINIT.sql,byte@546082,INIT_SQL,,N,,,0,,LEGACY,,4,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_DEPOTMATERIAL,WH,2,12,int,DB/ZXAFINIT.sql,byte@547274,INIT_SQL,,N,,,0,,LEGACY,,4,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_DEPT,WH,2,4,int,DB/ZXAFINIT.sql,byte@548984,INIT_SQL,,N,,,0,,LEGACY,,4,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_MATERIAL,WH,4,14,int,DB/ZXAFINIT.sql,byte@550092,INIT_SQL,,N,,,0,,LEGACY,,6,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_MATERIALCLASS,WH,1,4,int,DB/ZXAFINIT.sql,byte@551908,INIT_SQL,,N,,,0,,LEGACY,,3,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_PROJECT,WH,1,4,int,DB/ZXAFINIT.sql,byte@553052,INIT_SQL,,N,,,0,,LEGACY,,3,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_REMOVEBILL,WH,8,10,varchar,DB/ZXAFINIT.sql,byte@554160,INIT_SQL,,N,,,0,,LEGACY,,8,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_REMOVEBILLDETAIL,WH,13,12,int,DB/ZXAFINIT.sql,byte@555692,INIT_SQL,,N,,,0,,LEGACY,,15,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_STORAGETYPE,WH,4,3,int,DB/ZXAFINIT.sql,byte@557444,INIT_SQL,,N,,,0,,LEGACY,,6,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_SUPPLIER,WH,1,10,int,DB/ZXAFINIT.sql,byte@558508,INIT_SQL,,N,,,0,,LEGACY,,3,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WH_SUPPLIERCLASS,WH,3,3,int,DB/ZXAFINIT.sql,byte@559998,INIT_SQL,,N,,,0,,LEGACY,,5,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_BASICDATA,WM,29,3,int,DB/ZXAFINIT.sql,byte@561070,INIT_SQL,,N,,,0,,LEGACY,,31,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_BILL,WM,151,20,nvarchar,DB/ZXAFINIT.sql,byte@562144,INIT_SQL,,N,,,0,,LEGACY,,151,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_BILLAUTOID,WM,4,3,int,DB/ZXAFINIT.sql,byte@564496,INIT_SQL,,N,,,0,,LEGACY,,6,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_BILLDETAIL,WM,1629,16,nvarchar,DB/ZXAFINIT.sql,byte@565566,INIT_SQL,,N,,,0,,LEGACY,,1629,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_CHECKBILL,WM,1,11,nvarchar,DB/ZXAFINIT.sql,byte@567628,INIT_SQL,,N,,,0,,LEGACY,,1,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_CHECKBILLDETAIL,WM,1613,14,nvarchar,DB/ZXAFINIT.sql,byte@569348,INIT_SQL,,N,,,0,,LEGACY,,1614,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_CLIENT,WM,1,16,nvarchar,DB/ZXAFINIT.sql,byte@571346,INIT_SQL,,N,,,0,,LEGACY,,1,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_CLIENTCLASS,WM,0,4,nvarchar,DB/ZXAFINIT.sql,byte@573272,INIT_SQL,,N,,,0,,LEGACY,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_DEPOT,WM,1,5,nvarchar,DB/ZXAFINIT.sql,byte@574420,INIT_SQL,,N,,,0,,LEGACY,,1,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_DEPOTMATERIAL,WM,0,15,nvarchar,DB/ZXAFINIT.sql,byte@575688,INIT_SQL,,N,,,0,,LEGACY,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_DEPT,WM,1,7,nvarchar,DB/ZXAFINIT.sql,byte@577644,INIT_SQL,,N,,,0,,LEGACY,,1,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_EMPLOYEE,WM,3,8,nvarchar,DB/ZXAFINIT.sql,byte@579008,INIT_SQL,,N,,,0,,LEGACY,,3,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_MATERIAL,WM,739,17,nvarchar,DB/ZXAFINIT.sql,byte@580458,INIT_SQL,,N,,,0,,LEGACY,,739,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_PROJECT,WM,0,4,nchar,DB/ZXAFINIT.sql,byte@582564,INIT_SQL,,N,,,0,,LEGACY,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_REMOVEBILL,WM,5,12,nvarchar,DB/ZXAFINIT.sql,byte@583680,INIT_SQL,,N,,,0,,LEGACY,,5,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_REMOVEBILLDETAIL,WM,7,13,nvarchar,DB/ZXAFINIT.sql,byte@585490,INIT_SQL,,N,,,0,,LEGACY,,7,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_STORAGECLASS,WM,9,7,nvarchar,DB/ZXAFINIT.sql,byte@587408,INIT_SQL,,N,,,0,,LEGACY,,9,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_STORAGETYPE,WM,8,3,int,DB/ZXAFINIT.sql,byte@588796,INIT_SQL,,N,,,0,,LEGACY,,8,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_SUPPLIER,WM,1,12,nvarchar,DB/ZXAFINIT.sql,byte@589916,INIT_SQL,,N,,,0,,LEGACY,,1,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_SUPPLIERCLASS,WM,0,14,nvarchar,DB/ZXAFINIT.sql,byte@591556,INIT_SQL,,N,,,0,,LEGACY,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
WM_TAXRATE,WM,0,4,int,DB/ZXAFINIT.sql,byte@593350,INIT_SQL,,N,,,0,,LEGACY,,0,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
ZX_SYS_CONFIG,zx,2,17,varchar,DB/ZXAFINIT.sql,byte@594438,INIT_SQL,zxdev,Y,zxdev,zxdev,0,Y,,,2,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
ZX_SYS_DB,zx,5,8,varchar,DB/ZXAFINIT.sql,byte@596382,INIT_SQL,,N,,,0,,,,5,,N,REMOVABLE*,N,P6_LEGACY,LEGACY,LEGACY,1,UNKNOWN
ZX_SYSTEM_DB,zx,0,8,NONE,DB/ZXAFINIT.sql,byte@597772,INIT_SQL,zxdev,Y,,zxdev,0,Y,,,0,,Y,REQUIRED,Y,P0_PLATFORM_CORE,CORE,MANDATORY,5,PROVEN
